"Name","Account #.","Our Code","Sub","Cust/Vend" as text,"Cust/Vend","Type","Region","Rating","Priority","Approved" as text,"Approved","Hold" as text,"Hold","Alt 1","Alt 2","Alt 3","Alt 4","Address1","Address2","Address3","City","State","Zip","Country","County","Phone1" as text,"Phone1","Fax1" as text,"Fax1","Phone2" as text,"Phone2","Fax2" as text,"Fax2","E-Mail","Contact","S.Person-1","S.Person-1 Name","S.Person-2","S.Person-3","S.Person-4","S.Person-5","1099 Form" as text,"1099 Form","Customer Currency","Tax ID#","Resale Cert","GL Account"
"RBC Engineered Components",="418","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="105 Willenbrock Road","","","Oxford","CT",="06478","","","267-7001",="267-7001",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="13-3426227",="6655872-000",="4000-00-00"
"RBK Lathe LLC",="278","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","1451 New Britain Ave.","","","Farmington","CT",="06032","","","321-7243",="321-7243",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"R-D Mfg. Inc.",="800","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="6 Colton Road","","","East Lyme","CT",="06333","","","739-3986",="739-3986",,"",,"",,"","info@rdmfginc.com","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Red Head Brass, LLC",="579","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="643 Legion Drive","","","Shreve","OH",="44676","","","567 - 2903",="567 - 2903","330 - 567 - 2947",="330 - 567 - 2947",,"",,"","",="0001","RE","Russell Earls","","","","","No","N","USD",="02-0697320","",="4000-00-00"
"Ree Machine Works",="196","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","34 Sullivan Rd.","Ste 7","","North Billerica","MA",="01862","","","663-9105",="663-9105",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Reed & Stefanow",="501","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","Bristol","CT","","","",,"",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"REF Machine CO, INC ",="627","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="24 West st ","PO Box 54 ","","Middlefield","CT",="06455","","","349-9344",="349-9344","860-349-9290",="860-349-9290",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="06-0972275",="2354223-000",="4000-00-00"
"Reibus",="773","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Rennen Design Group",="251","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="46 Spruce","","","Middleboro","MA",="02346","","","632-5480",="632-5480",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Reno Machine Co. Inc.",="417","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="170 Pane Road","","","Newington","CT",="06111","","","666-5641",="666-5641",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","",="0599407-000",="4000-00-00"
"RGD Technologies / dba  Dabko Industries",="293","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="50 Emmett Street","","","Bristol","CT",="06010","","","589-0756",="589-0756",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Richard Manno & Co",="521","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="42 Lamar St","","","W. Babylon","NY",="11704","","","643-2200",="643-2200","631-643-2215 (SALES)",="631-643-2215 (SALES)",,"","631-920-5631 (ACC.)","631-920-5631 (ACC.)","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="11-2835959","",="4000-00-00"
"Richard Mfg. Co, Inc.",="166","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="250 Rock Lane","","","Milford","CT",="06460","","","874-3617",="874-3617","877-6022",="877-6022",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Richard's Machine Tool Co. Inc. ",="812","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="187 Stamm Rd","","","Newington","CT",="06111","","",,"","860-539-9280",="860-539-9280","860-436-2938",="860-436-2938",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-1025720",="3122926-000",="4000-00-00"
"Rintec Corporation",="806","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="30 McLennan Dr","","","Oakville ","CT",="06779","","","274 - 3697",="274 - 3697",,"","203 - 206 - 3869",="203 - 206 - 3869",,"","","","JG","Jason Ganser","","","","","No","N","USD",="06-1328936",="6534986-000",="4000-00-00"
"RMC Engineering & Manufacturing LLC ",="760","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","","838-4280",="838-4280",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Robert Fulton Company ",="830","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="14 Fern Lane","CAGE CODE 16962","","Newtown","CT",="06962","","","770-5836",="770-5836",,"",,"",,"","robertfultonco@aol.com","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Rock Island Arsenal (ACC-RI)",="703","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="3055 Rodman Ave","","","Rock Island ","IL",="61299-8000","","","782 - 5149",="782 - 5149",,"",,"",,"","","","LT","Laura Trumpower","","","","","No","N","USD","","",="4000-00-00"
"Rock Valley Tool LLC",="694","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Rockwell Industries Interantional Corp.",="774","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","6000 New Horizons Blvd.","","","Amityville ","NY",="11701","","","365 - 7300",="365 - 7300",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Rodco Machine Co. ",="848","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1 Mitchell Drive","","","Manchester ","CT",="06042","","","646 - 7804",="646 - 7804",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-1026159",="002860013-00",="4000-00-00"
"Roger's General Machining, Inc. ",="410","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="181 Ludlow Road","","","Chicopee","MA",="01020","","","532-4673",="532-4673",,"",,"",,"","maria.rgminc@gmail.com",="0003","EP","Edward Pantalena","","","","","No","N","USD",="04-2696627","",="4000-00-00"
"Roland & Whytock Company Inc",="229","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","75 Oxford St. ","","","Providence","RI",="02905","","","781-1234",="781-1234",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Rona Precision Inc.",="593","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="142-2 Remington Blvd","","","Ronkonkoma","NY",="11779","","","737 - 4034",="737 - 4034",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="11-2718113","",="4000-00-00"
"Rotech PMM Ltd",="274","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="562 Route 22","","","Pawling","NY",="12564","","","855-9747",="855-9747",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="141829114",="14-1829114-000",="4000-00-00"
"Royal Work Holding",="549","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="4 Willow Brook Dr","","","Berlin","CT",="06037","","","828-6555",="828-6555",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="06-0677121",="0586503-000",="4000-00-00"
"RS Precision ",="719","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"S&L Aerospace Metals",="526","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"S&M Swiss Products Inc.",="424","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","135 South Main St.","BLD 17","*****  CLOSED  ON  FRIDAY'S  ******","Thomaston","CT",="06787","","","283-4020",="283-4020",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="061044888",="3084662-000",="4000-00-00"
"S&S Precision Tooling",="789","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","44 Old State Road, Ste 19","","","New Milford","CT",="06776","","","355 - 4635",="355 - 4635","860 - 355 - 4687",="860 - 355 - 4687",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="20-5976696",="0930552-001",="4000-00-00"
"SAAR Corporation","S00030","",="1","Customer","C","","","","","Yes","Y","No","n","","","","",="81 Spring Lane ","","","Farmington","CT",="06032","United States","","674-9440",="674-9440  ",,"",,"","674-9450",="674-9450","",="0001","JG","Jason Ganser","","","","","No","N","USD",="06-1405379",="8245326-000",="4000-00-00"
"Sadlak Mfg., LLC",="426","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","712 Bread and Milk St. Unit 7","Nadeau Industrial Park","","Coventry","CT",="06238","","","742-0227",="742-0227",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Safety Solutions Inc. ",="695","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="746 Washington Ave","","","West Haven ","CT",="06516","","","533 - 2418",="533 - 2418",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="81-1549193",="69670370-001",="4000-00-00"
"Salem Metal Inc. ",="140","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","177 North Main St.","Building 200 - Unit #201","","Middleton","MA",="01949","","","774-2100",="774-2100","777-4597",="777-4597",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="041374693","",="4000-00-00"
"Saliga Machine Inc.",="656","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="10 Bonazzoli Ave","","","Hudson","MA",="01749","","","562 - 7959",="562 - 7959","978 - 568 - 9171",="978 - 568 - 9171",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="042-461-051","",="4000-00-00"
"Salsco, Inc. ",="260","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="105 School House Road","","","Cheshire","CT",="06410","","","271-1682",="271-1682",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Samtan Engineering Corporation",="781","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","127 Wyllis Ave.  ","","","Malden","MA",="02148","","","322-7880",="322-7880","397 - 7684",="397 - 7684",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="04-2308169","",="4000-00-00"
"Satellite Tool and machine Co., Inc.",="728","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="571 Nutmeg Road North","","","South Windsor","CT",="06074","","","290 - 8558",="290 - 8558",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Schuco USA LLLP",="302","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="240 Pane Road","","","Newington","CT",="06111","","","616-0218",="616-0218",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Schwerdtle Stamp Co.",="104","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","41 Benham Ave.","PO Box 1461","","Bridgeport","CT",="06601","","","330-2750",="330-2750","330-2760",="330-2760",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="06-0527400",="0559039-000",="4000-00-00"
"SCT Incorporated",="702","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="509 Commerce Street","","","Franklin Lakes","NJ",="07417","","","337-4212",="337-4212",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Secondaries Inc","S00028","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="15 Venus Drive","","","Wolcott","CT",="06716","United States","","879-4633",="879-4633","879-5416",="879-5416",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="06-0774454",="0636860-000",="4000-00-00"
"Secs, Inc",="700","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="550 S Columbus Ave","","","Mt Vernon","NY",="10550","","","667-5600",="667-5600","914 - 699 - 0377",="914 - 699 - 0377",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="13-32661136","",="4000-00-00"
"Seiler Instrument & Mfg Co., Inc. ",="600","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"SeKoR Machine",="159","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","9A Warwick Rd.","","","Winchester","NH",="03470","","","239-9991",="239-9991",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Selectcom Mfg",="383","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="29 Nutmeg Valley Rd","","","Wolcott","CT",="06716","","","879-9900",="879-9900",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-0871738",="1364346",="4000-00-00"
"Sergey Polishchuk",="837","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","Warren","CT","","","",,"",,"",,"",,"","","","","","","","","","No","N","USD","","",="4000-00-00"
"Servometer - (MW Ind.)",="148","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="501 Little Falls Road","","","Cedar Grove","NJ",="07009","","","785-4630",="785-4630",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Sigma Aerospace Metals, LLC",="412","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="365 Oser Ave","","","Hauppauge","NY",="11788","","","243-2100",="243-2100","631-231-7446",="631-231-7446",,"",,"","accounting@sigmaaero.com",="0002","EP","Edward Pantalena","","","","","No","N","USD",="26-3641274","",="4000-00-00"
"Sigma Machine, Inc. ",="626","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="3358 Center Park Plaza","","","Kalamazoo","MI",="49048","","","345 - 6316",="345 - 6316","269 - 345 - 9077",="269 - 345 - 9077",,"",,"","","","RE","Russell Earls","","","","","No","N","USD",="38-3194271",="38-3194271",="4000-00-00"
"Signs Unlimited Inc","S00023","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2 Francis Street","","","Derby","CT",="06418","United States","","734-7446",="734-7446","734-1027",="734-1027",,"",,"","",="0003","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Simsbury Precision Products, Inc. ",="413","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="11C Herman Drive","","","Simsbury","CT",="06070","","","658-6909",="658-6909",,"",,"",,"","sales@simsburyprecision.com",="0002","EP","Edward Pantalena","","","","","No","N","USD",="06-0808729",="0664516-000",="4000-00-00"
"Simson Products",="560","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Sirois Tool Company",="379","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="169 White Oak Drive","","","Berlin","CT",="06037","","","828-5327",="828-5327",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Sky Manufacturing",="743","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Small Quantities NJ Inc.",="586","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="66 Ethel Road","","","Edison ","NJ",="08817","","","248 - 9009",="248 - 9009","732 - 248 - 9559",="732 - 248 - 9559",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="22-3020283","",="4000-00-00"
"SMR METAL TECHNOLOGY, LLC",="682","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","524 Sullivan Ave. Unit 15","","","South Windsor","CT",="06074","","","291-8259",="291-8259",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="30-0552844",="57572620-001",="4000-00-00"
"Smyth Performance, Inc.",="795","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="5 Wilson St","","","So. Dartmouth","MA",="02748","","","801-5871",="801-5871",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="260-563-282",="260-563-282",="4000-00-00"
"Solid Machine",="730","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="61 Airport Dr - Unit 1","","","Rochester","NH",="03867","","","332-5511",="332-5511",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="45-2716335","",="4000-00-00"
"SOL'S PIPE & STEEL",="332","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="4951 TRANSPORT AVENUE","","","MONROE","LA",="71203","","","387-2242",="387-2242","323-9541",="323-9541",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="72-0631950",="0418921-001-400",="4000-00-00"
"Sondhus",="162","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="223 Kent Road","Building 5 Unit 230","","New Milford","CT",="06776","","","729-8143",="729-8143",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Sound Manufacturing and Monster Power Equipment","S00021","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1 Williams Lane","","","Old Saybrook","CT",="06475","United States","","388-4466",="388-4466 ",,"",,"","388-4488",="388-4488","www.soundmfg.com",="0005","BT","Bob Thompson","","","","","No","N","USD",="05-0410778",="4181616-000",="4000-00-00"
"Sousa & DeMayo",="257","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="266 John L Dietsch Blvd","","","North Attleborough","MA",="02760","","","695-6800",="695-6800",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"South States Metals, Inc. ",="452","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1355 Trae Lane","","","Lithia Springs","GA",="30122","","","745-0777",="745-0777",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="58-1565459",="048-99082832",="4000-00-00"
"Spargo Machine Products, Inc.",="377","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","6 Gear Dr.","","","Terryville","CT",="06786","","","583-3925",="583-3925",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Sparton Technology Corp",="527","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="8 Hampshire Drive","***  DOCK  HEIGHT - REAR  UNLOAD  ONLY  ***","","Hudson","NH",="03051","","","880-3692",="880-3692","630-883-3400",="630-883-3400",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="04-2564298","",="4000-00-00"
"Special Metals, Inc",="763","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","2009 S. Broadway Ave.","","","Moore","OK",="73160","","","703 - 8000",="703 - 8000",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="73-1244740","",="4000-00-00"
"Spectrum Metals, Inc. ",="427","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","39200 S. Groesbeck Highway","","","Clinton Township","CT",="48036","United States","","783-7840",="783-7840",,"","(586) 823-5435","(586) 823-5435",,"","spectrum_metals@sbcglobal.net",="0003","JG","Jason Ganser","","","","","No","N","USD",="38-2640804","",="4000-00-00"
"Spectrum Tool",="443","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="56 Paterson Ave","","","Newton ","NJ",="07860","","","579-0087",="579-0087",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="22-3245580",="22-3245580",="4000-00-00"
"Speedy Metals LLC",="304","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","2505 S. 162nd St.","","","New Berlin","WI",="53151","","","784-4140",="784-4140","784-3130",="784-3130",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Sperry Automatics Co., Inc",="726","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1372 New Haven Road","","","Naugatuck","CT",="06770","","","729-4589",="729-4589",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="06-0843311",="0685545-000",="4000-00-00"
"SS Fabrications Inc.",="233","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="82 County Road","","","Eastford","CT",="06242","","","974-1910",="974-1910",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="06-1395450",="803503-000",="4000-00-00"
"SSI Manufacturing",="620","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="675 Emmett St","","","Bristol","CT",="06010","","","598 - 8004",="598 - 8004","860 - 589 - 6132",="860 - 589 - 6132",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-1110672",="3989142-000",="4000-00-00"
"Stace Welding",="147","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","100 Newberry Rd.","","","East Windsor","CT",="06088","","","623-2547",="623-2547",,"",,"",,"","",="0002","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Standard Mfg. Co. ",="390","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="100 Burritt St","","","New Britain","CT",="06053","","","225-6581",="225-6581",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Stanfordville Machine & Mfg. Co. Inc.","S00022","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="29 Victory Lane","","","Poughkeepsie","NY",="12603","","","868-2266",="868-2266","868-7529",="868-7529",,"",,"","purchasing@stanfordville.com","","JL","Joe Lafantano","","","","","No","N","USD",="14-1590589",="14-1590589",="4000-00-00"
"State of Connecticut- Office of Comptroller",="770","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","DOL- Payroll Taxes","","","Hartford","CT",="06106","","",,"",,"",,"",,"","","","","","","","","","No","N","USD","","",="6013-00-00"
"Steinmetz Machine Works",="268","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","2 Turnage Ln.","","","Bethel","CT",="06801","","","794-1880",="794-1880",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Sterzingers Welding LLC",="841","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","8 Sympaug Park Rd.","","","Bethel","CT",="06801","","",,"",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Stevens Mfg Co Inc","S00005","",="1","Customer","C","","","","","Yes","y","No","n","","","","",="220 Rock Lane","","","Milford","CT",="06460","United States","","878-2328",="878-2328","874-0658",="874-0658",,"",,"","www.stevensmfgco.com",="0001","JL","Joe Lafantano","","","","","No","N","USD",="06-0293291",="0645929020",="4000-00-00"
"Stone Machine Co.",="534","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="45 East Derry Road","PO Box 368","","Chester","NH",="03036","","","887-4287",="887-4287",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="02-0350605","",="4000-00-00"
"Stony Brook Tool",="843","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","","377 - 7995",="377 - 7995",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"StraiTek LLC",="685","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","26 Commerce Dr.","***Rear Unload***","","Danbury","CT",="06810","","","799 - 5002",="799 - 5002","860 - 799 - 5004",="860 - 799 - 5004",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="35-245-1824",="57008344-001",="4000-00-00"
"Stratford Steel LLC",="275","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","185 Masarik Ave.","","","Stratford","CT",="06615","","","612-7350",="612-7350","549-0838",="549-0838",,"",,"","",="0004","JL","Joe Lafantano","","","","","No","N","USD",="47-2395243","",="4000-00-00"
"Straton",="639","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","180 Surf Ave.","","","Stratford","CT",="06615","","","375 - 4488",="375 - 4488","203 - 375 - 5060",="203 - 375 - 5060 ",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Stuart Mills Machining  LLC",="692","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"SunnyCor, Incorporated",="382","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="60 Napco Drive","","","Terryville","CT",="06786","","","582-9667",="582-9667",,"",,"",,"","",="0002","EP","Edward Pantalena","","","","","No","N","USD",="06-1370552",="7861172-000",="4000-00-00"
"Sunrise Precision Werks",="575","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="65 Walter Street","","","Pearl River","NY",="10965","","","735 - 5020",="735 - 5020","845 - 735 - 5020",="845 - 735 - 5020 ",,"",,"","",="0002","EP","Edward Pantalena","","","","","No","N","USD",="06-1458411",="87-4201710",="4000-00-00"
"Sunshine Sign Company Inc. ",="499","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="121 Westboro Road","","","North Grafton","MA",="01536","","",,"",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="04-3236256",="04-3236256",="4000-00-00"
"Supreme Lake Mfg, Inc. ",="107","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","455 Atwater St.","","","Plantsville","CT",="06479","","","621-8911",="621-8911","628-9746",="628-9746",,"",,"","",="0005","JG","Jason Ganser","","","","","No","N","USD",="06-0920466",="0815506-000",="4000-00-00"
"Supreme Screw Products Inc",="529","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="10 Skyline Drive","","","Plainview ","NY",="11803","","","719-4146",="719-4146","516-934-0193",="516-934-0193",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="131982883",="001474212",="4000-00-00"
"Supreme Steel",="648","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Swift Innovations, LLC",="172","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="800 Flanders Rd","Bldg 5, Suites 5 & 6","","Mystic","CT",="06355","","","572-8322",="572-8322",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="45-4782661","none provided",="4000-00-00"
"Swissline Precision LLC",="664","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Swistek Machinery America",="345","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="50 Seemans Lane","","","Milford","CT",="06460","","","301-4848",="301-4848",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="20-4808108","",="4000-00-00"
"Sylhan",="706","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="210 Rodeo Drive ","","","Edgewood ","NY",="11717","","","243 - 6600",="243 - 6600",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"T Tech Machine, Inc.",="143","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="11 Knight Street","Bldg. A","","Warwick","RI",="02886","","","732-3590",="732-3590","738-4025",="738-4025",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="05-0446878","",="4000-00-00"
